Transaction_ID,Date,Transaction_Type,Category,Item_Description,Amount_Raw,Tax_Amount,Total_Amount,Payment_Method,Payment_Status,Vendor_Supplier,Priority_Level
4056,2025-09-22,Income,Services,Web development fee,6521.55,1173.879,7695.429,Cash,Paid,Retail Client,Low
4057,2025-12-14,Expense,Stock Purchase,Wholesale purchase,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,SSGC,Low
4058,2025-12-23,Income,Services,Web development fee,39398.69,7091.7642000000005,46490.4542,EasyPaisa,Paid,Online Sale,Low
4059,2025-09-22,Expense,Transport,Vehicle maintenance,7190.39,1294.2702,8484.6602,Cash,Paid,Metro Karachi,Low
4060,2025-03-31,Expense,Rent,Office rent payment,63714.97,11468.6946,75183.6646,EasyPaisa,Pending,SSGC,High
4061,2025-04-28,Expense,Electricity Bill,Power bill,20534.42,3696.1956,24230.6156,Cash,Paid,Foodpanda,Low
4062,2025-03-05,Income,Refunds,Return payment,9667.89,1740.2201999999995,11408.1102,Cash,Paid,Online Sale,Low
4063,2025-07-08,Income,Services,Web development fee,25568.03,4602.2454,30170.2754,EasyPaisa,Pending,Online Sale,Low
4064,2025-12-08,Expense,Maintenance,AC repair,30413.28,5474.390399999999,35887.670399999995,Cash,Paid,Foodpanda,Low
4065,2025-05-26,Expense,Marketing,Billboard rent,9761.84,1757.1312,11518.9712,EasyPaisa,Paid,Careem,Low
4066,2025-04-02,Income,Services,Web development fee,3032.48,545.8464,3578.3264,Cash,Paid,Consulting Fee,Low
4067,2025-07-02,Expense,Refunds,Furniture repair,37213.12,6698.3616,43911.4816,Check,Paid,SSGC,Low
4068,2025-07-21,Income,Interest,Bank interest,25812.31,4646.2158,30458.525800000003,EasyPaisa,Paid,Consulting Fee,Low
4069,2025-06-20,Income,Refunds,Service revenue,22582.84,4064.9112,26647.7512,Cash,Paid,Consulting Fee,Low
4070,2025-07-11,Income,Interest,Bank interest,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Retail Client,Low
4071,2025-01-11,Expense,Rent,Warehouse rent,62006.77,11161.218599999998,73167.9886,EasyPaisa,Paid,Imtiaz Mall,High
4072,2025-06-18,Expense,Refunds,Part-time wages,127493.9,22948.902,150442.802,Bank Transfer,Paid,JazzCash,Low
4073,2025-04-28,Income,Services,Web development fee,38536.57,6936.5826,45473.1526,Cash,Paid,Retail Client,Low
4074,2025-04-16,Expense,Electricity Bill,Power bill,5583.07,1004.9526,6588.022599999999,Cash,Pending,Foodpanda,Low
4075,2025-07-16,Expense,Refunds,Furniture repair,27479.31,4946.2758,32425.5858,EasyPaisa,Paid,Salaried Staff,Low
4076,2025-05-31,Expense,Rent,Shop rent March,52725.79,9490.6422,62216.4322,Check,Pending,SSGC,High
4077,2025-03-21,Expense,Transport,Petrol for delivery,4647.14,836.4852000000001,5483.6252,Cash,Pending,Metro Karachi,Low
4078,2025-07-16,Expense,Marketing,Billboard rent,11107.45,1999.341,13106.791,Check,Paid,Imtiaz Mall,Low
4079,2025-07-29,Expense,Electricity Bill,K-Electric Bill,18897.07,3401.4726,22298.5426,Bank Transfer,Pending,Foodpanda,Low
4080,2025-03-28,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Consulting Fee,Low
4081,2025-08-16,Expense,Maintenance,AC repair,39469.49,7104.508199999999,46573.9982,Cash,Paid,Salaried Staff,Low
4082,2025-01-29,Income,Sales,Service revenue,25677.87,4622.0166,30299.8866,EasyPaisa,Paid,Retail Client,Low
4083,2025-12-11,Income,Refunds,Customer refund,18432.11,3317.7798,21749.8898,Check,Paid,Online Sale,Low
4084,2025-03-09,Income,Refunds,Profit on savings,40373.76,7267.276800000001,47641.0368,Cash,Paid,Customer Payment,Low
4085,2025-09-24,Expense,Refunds,Vehicle maintenance,14189.4,2554.092,16743.492,Bank Transfer,Pending,Zong,Low
4086,2025-07-01,Expense,Marketing,Leaflet printing,37596.36,6767.3448,44363.7048,Check,Paid,Foodpanda,Low
4087,2025-10-30,Income,Services,Web development fee,49195.89,8855.260199999999,58051.1502,Bank Transfer,Paid,Online Sale,Low
4088,2025-06-27,Income,Refunds,Customer refund,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Consulting Fee,Low
4089,2025-09-25,Income,Sales,Product sale,37548.58,6758.7444000000005,44307.324400000005,Cash,Pending,Consulting Fee,Low
4090,2025-07-06,Expense,Marketing,Billboard rent,9584.29,1725.1722000000002,11309.462200000002,Check,Pending,SSGC,Low
4091,2025-01-04,Income,Interest,Profit on savings,10859.98,1954.7964,12814.7764,Cash,Paid,Consulting Fee,Low
4092,2025-08-12,Income,Interest,Profit on savings,37045.88,6668.2584,43714.1384,Cash,Pending,Consulting Fee,Low
4093,2025-07-26,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Salaried Staff,Low
4094,2025-03-06,Income,Interest,Bank interest,34710.45,6247.880999999999,40958.331,EasyPaisa,Paid,Consulting Fee,Low
4095,2025-08-01,Income,Refunds,Return payment,38009.98,6841.7964,44851.7764,Check,Paid,Customer Payment,Low
4096,2025-07-17,Expense,Maintenance,Furniture repair,4057.73,730.3914,4788.1214,Cash,Paid,Zong,Low
4097,2025-03-06,Income,Services,Cleaning service charge,33815.27,6086.748599999999,39902.0186,EasyPaisa,Paid,Customer Payment,Low
4098,2025-10-14,Income,Interest,Bank interest,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Customer Payment,Low
4099,2025-12-21,Expense,Maintenance,AC repair,36012.28,6482.2104,42494.4904,EasyPaisa,Paid,Careem,Low
4100,2025-12-20,Expense,Electricity Bill,KE invoice,20754.36,3735.7848,24490.1448,Bank Transfer,Paid,K-Electric,Low
4101,2025-06-13,Income,Interest,Profit on savings,21238.07,3822.8526,25060.9226,Bank Transfer,Paid,Consulting Fee,Low
4102,2025-03-13,Income,Sales,Product sale,33462.39,6023.2302,39485.6202,Bank Transfer,Paid,Consulting Fee,Low
4103,2025-01-19,Expense,Transport,Fuel charges,14698.29,2645.6922,17343.982200000002,Cash,Paid,Daraz,Low
4104,2025-11-05,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Consulting Fee,Low
4105,2025-07-13,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
4106,2025-02-16,Income,Services,Web development fee,28290.89,5092.3602,33383.2502,Bank Transfer,Paid,Customer Payment,Low
4107,2025-07-17,Income,Services,Web development fee,38015.34,6842.761199999999,44858.1012,Cash,Paid,Consulting Fee,Low
4108,2025-12-13,Income,Services,Web development fee,35841.81,6451.525799999999,42293.3358,Bank Transfer,Paid,Customer Payment,Low
4109,2025-01-09,Income,Interest,Bank interest,40929.63,7367.333399999999,48296.96339999999,EasyPaisa,Paid,Consulting Fee,Low
4110,2025-08-25,Expense,Refunds,Wholesale purchase,91512.09,16472.176199999998,107984.2662,Bank Transfer,Paid,Careem,Low
4111,2025-11-08,Expense,Transport,Petrol for delivery,4670.65,840.7169999999999,5511.366999999999,Bank Transfer,Paid,K-Electric,Low
4112,2025-09-20,Expense,Transport,Fuel charges,13843.43,2491.8174,16335.2474,EasyPaisa,Pending,Careem,Low
4113,2025-03-06,Income,Refunds,Return payment,12135.1,2184.318,14319.418,Bank Transfer,Paid,Online Sale,Low
4115,2025-09-10,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Customer Payment,Low
4116,2025-10-19,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Customer Payment,Low
4117,2025-09-19,Income,Interest,Bank interest,10594.44,1906.9992,12501.4392,Bank Transfer,Paid,Consulting Fee,Low
4118,2025-09-16,Income,Refunds,Customer refund,21226.95,3820.851,25047.801,EasyPaisa,Pending,Online Sale,Low
4119,2025-07-15,Expense,Refunds,Facebook ads,38129.45,6863.301,44992.751,Bank Transfer,Paid,JazzCash,Low
4120,2025-09-06,Expense,Electricity Bill,K-Electric Bill,17809.37,3205.6865999999995,21015.0566,Cash,Paid,Metro Karachi,Low
4121,2025-10-09,Income,Interest,Bank interest,31330.13,5639.4234,36969.5534,Check,Pending,Consulting Fee,Low
4122,2025-01-28,Income,Refunds,Return payment,16555.99,2980.0782000000004,19536.0682,Bank Transfer,Pending,Online Sale,Low
4123,2025-12-16,Expense,Rent,Office rent payment,47968.17,8634.2706,56602.4406,Check,Paid,Zong,High
4124,2025-06-06,Expense,Stock Purchase,Wholesale purchase,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Salaried Staff,Low
4125,2025-03-01,Income,Refunds,Customer refund,11096.42,1997.3556,13093.7756,Cash,Paid,Consulting Fee,Low
4126,2025-06-30,Income,Services,Web development fee,15394.34,2770.9812,18165.3212,EasyPaisa,Pending,Customer Payment,Low
4127,2025-12-03,Expense,Transport,Vehicle maintenance,4979.09,896.2361999999999,5875.3262,Check,Pending,Careem,Low
4128,2025-04-20,Expense,Marketing,Leaflet printing,22752.27,4095.4086,26847.6786,Cash,Paid,Imtiaz Mall,Low
4129,2025-01-18,Expense,Stock Purchase,Inventory restock,143517.03,25833.0654,169350.0954,Bank Transfer,Paid,SSGC,Low
4130,2025-06-23,Expense,Maintenance,AC repair,33933.84,6108.091199999999,40041.93119999999,EasyPaisa,Pending,Imtiaz Mall,Low
4131,2025-08-29,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Retail Client,Low
4132,2025-03-05,Income,Sales,Consulting income,16333.24,2939.9832,19273.2232,Bank Transfer,Pending,Consulting Fee,Low
4133,2025-08-16,Expense,Stock Purchase,Raw materials,116603.87,20988.6966,137592.5666,Cash,Paid,Metro Karachi,Low
4134,2025-05-12,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,Customer Payment,Low
4135,2025-10-03,Income,Interest,Bank interest,34776.43,6259.7574,41036.1874,EasyPaisa,Paid,Online Sale,Low
4136,2025-08-27,Expense,Electricity Bill,KE invoice,18673.97,3361.3146,22035.284600000003,EasyPaisa,Pending,Careem,Low
4137,2025-04-23,Expense,Salaries,Staff salaries Feb,138931.38,25007.6484,163939.0284,Cash,Pending,Zong,Low
4138,2025-08-20,Expense,Maintenance,Furniture repair,25548.89,4598.8002,30147.6902,EasyPaisa,Paid,Ali Traders,Low
4139,2025-12-17,Expense,Marketing,Billboard rent,5159.76,928.7568,6088.5168,Check,Paid,Daraz,Low
4140,2025-10-21,Income,Services,Cleaning service charge,36581.81,6584.725799999999,43166.5358,Bank Transfer,Paid,Online Sale,Low
4141,2025-04-07,Expense,Salaries,Staff salaries Feb,138185.02,24873.3036,163058.32359999997,Bank Transfer,Paid,JazzCash,Low
4142,2025-07-22,Expense,Electricity Bill,KE invoice,22703.29,4086.5922,26789.8822,Bank Transfer,Paid,Shell,Low
4143,2025-07-07,Expense,Transport,Petrol for delivery,8464.48,1523.6064,9988.0864,Bank Transfer,Paid,Shell,Low
4144,2025-02-18,Expense,Maintenance,Furniture repair,25661.96,4619.1528,30281.1128,Bank Transfer,Paid,K-Electric,Low
4145,2025-12-04,Expense,Marketing,Leaflet printing,15369.34,2766.4812,18135.8212,Check,Pending,Salaried Staff,Low
4147,2025-05-18,Expense,Transport,Petrol for delivery,13901.45,2502.261,16403.711,Bank Transfer,Paid,Imtiaz Mall,Low
4148,2025-07-18,Expense,Refunds,Shop rent March,51940.71,9349.3278,61290.0378,Cash,Paid,Shell,Low
4149,2025-12-03,Income,Refunds,Customer refund,31588.9,5686.002,37274.902,Bank Transfer,Paid,Customer Payment,Low
4150,2025-03-04,Income,Interest,Bank interest,44125.58,7942.6044,52068.1844,EasyPaisa,Paid,Customer Payment,Low
4151,2025-03-11,Income,Refunds,Web development fee,35748.95,6434.810999999999,42183.761,Cash,Paid,Retail Client,Low
4152,2025-03-22,Income,Services,Cleaning service charge,41949.1,7550.838,49499.938,Bank Transfer,Paid,Retail Client,Low
4153,2025-02-21,Expense,Maintenance,Furniture repair,3567.94,642.2292,4210.1692,EasyPaisa,Paid,Zong,Low
4154,2025-06-18,Expense,Marketing,Leaflet printing,33457.37,6022.3266,39479.6966,Cash,Paid,JazzCash,Low
4155,2025-11-22,Expense,Maintenance,Furniture repair,6986.08,1257.4944,8243.5744,Cash,Paid,Foodpanda,Low
4156,2025-11-01,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,Consulting Fee,Low
4157,2025-01-01,Expense,Transport,Petrol for delivery,10303.27,1854.5886,12157.8586,Cash,Paid,Shell,Low
4158,2025-04-01,Expense,Salaries,Part-time wages,163081.02,29354.5836,192435.6036,Check,Paid,Salaried Staff,Low
4159,2025-08-16,Income,Services,Web development fee,10506.0,1891.08,12397.08,EasyPaisa,Paid,Online Sale,Low
4160,2025-08-23,Income,Sales,Product sale,47681.8,8582.724,56264.524000000005,EasyPaisa,Paid,Online Sale,Low
4161,2025-02-17,Expense,Maintenance,AC repair,15230.47,2741.4846,17971.954599999997,Bank Transfer,Paid,Salaried Staff,Low
4162,2025-08-31,Income,Refunds,Return payment,5213.65,938.457,6152.107,EasyPaisa,Paid,Online Sale,Low
4163,2025-06-02,Income,Refunds,Service revenue,25501.5,4590.27,30091.77,Cash,Pending,Online Sale,Low
4164,2025-01-26,Expense,Transport,Petrol for delivery,6601.34,1188.2412,7789.5812,Bank Transfer,Paid,Metro Karachi,Low
4165,2025-10-03,Expense,Stock Purchase,Wholesale purchase,67397.77,12131.5986,79529.3686,EasyPaisa,Paid,Foodpanda,Low
4166,2025-01-18,Expense,Electricity Bill,Power bill,16265.95,2927.871,19193.821,Cash,Pending,Shell,Low
4167,2025-11-05,Income,Services,Web development fee,40406.79,7273.2222,47680.0122,EasyPaisa,Paid,Retail Client,Low
4168,2025-09-20,Income,Refunds,Cleaning service charge,15147.44,2726.5392,17873.9792,Bank Transfer,Paid,Consulting Fee,Low
4169,2025-11-28,Expense,Rent,Shop rent March,63698.83,11465.7894,75164.6194,Check,Paid,K-Electric,High
4170,2025-12-10,Income,Sales,Consulting income,38070.76,6852.7368,44923.4968,Cash,Paid,Online Sale,Low
4171,2025-05-25,Expense,Salaries,Staff salaries Feb,186813.21,33626.377799999995,220439.5878,EasyPaisa,Paid,Careem,Low
4172,2025-04-24,Income,Sales,Consulting income,10524.22,1894.3596,12418.5796,Bank Transfer,Pending,Customer Payment,Low
4173,2025-12-08,Expense,Maintenance,Furniture repair,42616.97,7671.054599999999,50288.0246,Check,Paid,Daraz,Low
4174,2025-03-16,Income,Interest,Profit on savings,43570.8,7842.744000000001,51413.544,Check,Paid,Customer Payment,Low
4175,2025-07-06,Expense,Transport,Fuel charges,6488.42,1167.9156,7656.3356,Cash,Pending,K-Electric,Low
4176,2025-07-19,Income,Services,Cleaning service charge,11716.62,2108.9916000000003,13825.6116,Bank Transfer,Pending,Consulting Fee,Low
4177,2025-04-06,Income,Interest,Profit on savings,14840.08,2671.2144,17511.2944,Bank Transfer,Paid,Online Sale,Low
4178,2025-03-01,Income,Interest,Bank interest,27607.96,4969.4328,32577.3928,Check,Pending,Customer Payment,Low
4179,2025-06-08,Income,Interest,Profit on savings,27934.09,5028.1362,32962.2262,Cash,Paid,Consulting Fee,Low
4180,2025-08-20,Expense,Electricity Bill,K-Electric Bill,19955.67,3592.0205999999994,23547.6906,Bank Transfer,Paid,Daraz,Low
4181,2025-12-15,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Online Sale,Low
4182,2025-05-13,Expense,Transport,Fuel charges,10987.29,1977.7122,12965.0022,Bank Transfer,Paid,Shell,Low
4184,2025-02-07,Income,Refunds,Customer refund,17860.44,3214.8792,21075.3192,Cash,Paid,Consulting Fee,Low
4185,2025-12-09,Income,Refunds,Customer refund,19580.94,3524.5691999999995,23105.5092,Bank Transfer,Paid,Consulting Fee,Low
4186,2025-07-06,Expense,Transport,Petrol for delivery,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Zong,Low
4187,2025-12-21,Income,Refunds,Return payment,5334.61,960.2298,6294.8398,Check,Paid,Consulting Fee,Low
4188,2025-01-02,Expense,Salaries,Monthly payroll,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,K-Electric,Low
4189,2025-10-15,Income,Refunds,Customer refund,3799.02,683.8235999999999,4482.8436,Check,Pending,Online Sale,Low
4190,2025-05-15,Expense,Electricity Bill,KE invoice,13753.06,2475.5508,16228.6108,Cash,Pending,JazzCash,Low
4191,2025-03-09,Expense,Rent,Warehouse rent,63978.27,11516.0886,75494.35859999999,EasyPaisa,Paid,Shell,High
4192,2025-08-11,Income,Sales,Product sale,45872.09,8256.9762,54129.0662,Check,Pending,Consulting Fee,Low
4193,2025-04-11,Income,Refunds,Return payment,42153.29,7587.5922,49740.8822,Cash,Paid,Online Sale,Low
4194,2025-04-13,Expense,Stock Purchase,Raw materials,54044.79,9728.0622,63772.8522,Bank Transfer,Paid,Careem,Low
4195,2025-06-15,Expense,Electricity Bill,K-Electric Bill,15696.07,2825.2926,18521.3626,Bank Transfer,Pending,Metro Karachi,Low
4196,2025-12-08,Expense,Rent,Shop rent March,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Imtiaz Mall,High
4197,2025-10-27,Income,Interest,Bank interest,33838.97,6091.0146,39929.9846,Check,Pending,Consulting Fee,Low
4198,2025-10-28,Income,Refunds,Return payment,20621.37,3711.8466,24333.2166,Check,Paid,Retail Client,Low
4199,2025-02-11,Income,Sales,Consulting income,3942.16,709.5888,4651.748799999999,Check,Pending,Online Sale,Low
4200,2025-04-28,Income,Sales,Consulting income,48495.12,8729.1216,57224.2416,EasyPaisa,Paid,Online Sale,Low
4201,2025-05-30,Expense,Refunds,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Imtiaz Mall,Low
4202,2025-05-07,Expense,Stock Purchase,Wholesale purchase,45228.74,8141.173199999999,53369.9132,EasyPaisa,Paid,JazzCash,Low
4203,2025-08-08,Expense,Refunds,Leaflet printing,39742.57,7153.6626,46896.2326,Check,Pending,Imtiaz Mall,Low
4204,2025-09-10,Expense,Maintenance,Furniture repair,28342.27,5101.6086,33443.8786,Bank Transfer,Paid,Metro Karachi,Low
4205,2025-05-17,Income,Refunds,Service revenue,23034.58,4146.2244,27180.8044,Bank Transfer,Pending,Retail Client,Low
4206,2025-08-06,Income,Sales,Service revenue,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Customer Payment,Low
4207,2025-11-05,Expense,Maintenance,Furniture repair,42920.53,7725.6954,50646.2254,EasyPaisa,Paid,Zong,Low
4208,2025-09-21,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Customer Payment,Low
4209,2025-08-16,Income,Refunds,Return payment,6991.15,1258.407,8249.556999999999,Bank Transfer,Paid,Online Sale,Low
4210,2025-08-18,Expense,Electricity Bill,K-Electric Bill,16461.7,2963.106,19424.806,Cash,Pending,Salaried Staff,Low
4211,2025-09-24,Expense,Maintenance,Furniture repair,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Daraz,Low
4212,2025-09-13,Expense,Maintenance,AC repair,20656.77,3718.2186,24374.9886,Check,Paid,Shell,Low
4213,2025-01-17,Income,Refunds,Return payment,11065.36,1991.7648,13057.1248,Bank Transfer,Paid,Customer Payment,Low
4214,2025-12-13,Income,Refunds,Return payment,44053.49,7929.628199999999,51983.1182,EasyPaisa,Paid,Retail Client,Low
4215,2025-02-03,Expense,Marketing,Leaflet printing,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Metro Karachi,Low
4216,2025-01-15,Expense,Marketing,Billboard rent,11421.41,2055.8538,13477.2638,Check,Paid,Salaried Staff,Low
4217,2025-02-20,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Pending,Consulting Fee,Low
4218,2025-08-15,Expense,Stock Purchase,Inventory restock,109424.77,19696.4586,129121.2286,Cash,Pending,Imtiaz Mall,Low
4219,2025-08-26,Expense,Maintenance,AC repair,29113.4,5240.412,34353.812000000005,Bank Transfer,Pending,Metro Karachi,Low
4220,2025-12-31,Expense,Rent,Shop rent March,71052.42,12789.4356,83841.8556,EasyPaisa,Paid,Imtiaz Mall,High
4221,2025-10-18,Expense,Electricity Bill,KE invoice,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Metro Karachi,Low
4222,2025-01-01,Expense,Marketing,Leaflet printing,26585.9,4785.462,31371.362,Check,Paid,Daraz,Low
4223,2025-09-24,Expense,Stock Purchase,Inventory restock,149895.72,26981.2296,176876.9496,Bank Transfer,Paid,Zong,Low
4224,2025-04-13,Income,Interest,Bank interest,48202.02,8676.363599999999,56878.3836,Cash,Pending,Customer Payment,Low
4225,2025-10-20,Income,Services,Cleaning service charge,23644.63,4256.0334,27900.6634,Bank Transfer,Paid,Customer Payment,Low
4226,2025-08-08,Expense,Transport,Vehicle maintenance,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Daraz,Low
4227,2025-03-17,Expense,Rent,Office rent payment,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Daraz,High
4228,2025-03-06,Income,Refunds,Customer refund,45934.97,8268.2946,54203.2646,EasyPaisa,Paid,Retail Client,Low
4229,2025-11-23,Expense,Maintenance,Furniture repair,25874.29,4657.3722,30531.6622,Bank Transfer,Paid,Salaried Staff,Low
4230,2025-05-11,Income,Interest,Bank interest,38637.72,6954.7896,45592.509600000005,Check,Pending,Retail Client,Low
4231,2025-08-30,Income,Interest,Bank interest,29684.54,5343.2172,35027.7572,Bank Transfer,Paid,Consulting Fee,Low
4232,2025-01-30,Expense,Refunds,Shop rent March,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Shell,Low
4233,2025-09-07,Income,Refunds,Return payment,44839.48,8071.106400000001,52910.5864,Bank Transfer,Pending,Customer Payment,Low
4234,2025-10-05,Expense,Rent,Shop rent March,59453.52,10701.6336,70155.15359999999,EasyPaisa,Paid,Foodpanda,High
4236,2025-03-25,Income,Interest,Bank interest,49593.85,8926.893,58520.743,Cash,Paid,Online Sale,Low
4237,2025-04-28,Income,Services,Web development fee,3915.78,704.8404,4620.6204,Check,Paid,Online Sale,Low
4238,2025-08-17,Income,Refunds,Customer refund,25168.97,4530.4146,29699.3846,Bank Transfer,Paid,Online Sale,Low
4239,2025-03-08,Income,Services,Cleaning service charge,5087.43,915.7374,6003.1674,Cash,Paid,Consulting Fee,Low
4240,2025-01-14,Expense,Transport,Fuel charges,3690.24,664.2431999999999,4354.4832,Bank Transfer,Paid,K-Electric,Low
4241,2025-09-02,Income,Services,Web development fee,5704.86,1026.8747999999998,6731.734799999999,Check,Pending,Customer Payment,Low
4242,2025-09-11,Expense,Transport,Vehicle maintenance,1144.35,205.983,1350.333,EasyPaisa,Pending,Careem,Low
4243,2025-07-09,Income,Interest,Profit on savings,45186.51,8133.5718,53320.0818,Bank Transfer,Paid,Retail Client,Low
4244,2025-09-01,Income,Services,Cleaning service charge,16066.28,2891.9304,18958.2104,Bank Transfer,Paid,Online Sale,Low
4245,2025-10-24,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Online Sale,Low
4246,2025-05-01,Expense,Rent,Shop rent March,58736.64,10572.5952,69309.2352,Bank Transfer,Paid,Metro Karachi,High
4247,2025-11-08,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Retail Client,Low
4248,2025-02-22,Expense,Marketing,Leaflet printing,-4973.0,-895.14,-5868.14,Check,Paid,Careem,Low
4249,2025-01-06,Expense,Rent,Warehouse rent,32909.87,5923.7766,38833.6466,Check,Pending,K-Electric,High
4250,2025-07-06,Income,Interest,Bank interest,49779.5,8960.31,58739.81,Check,Pending,Retail Client,Low
4251,2025-12-15,Income,Refunds,Return payment,37522.0,6753.96,44275.96,Bank Transfer,Pending,Online Sale,Low
4252,2025-10-01,Income,Interest,Profit on savings,5251.39,945.2502,6196.640200000001,Bank Transfer,Paid,Consulting Fee,Low
4253,2025-08-13,Expense,Transport,Fuel charges,6695.94,1205.2692,7901.209199999999,EasyPaisa,Paid,Daraz,Low
4254,2025-04-11,Income,Sales,Product sale,20686.02,3723.4836,24409.5036,Check,Paid,Customer Payment,Low
4255,2025-09-14,Income,Interest,Profit on savings,36316.53,6536.975399999999,42853.5054,Check,Paid,Online Sale,Low
4256,2025-04-01,Expense,Electricity Bill,Power bill,6490.57,1168.3026,7658.8726,Bank Transfer,Paid,Shell,Low
4257,2025-02-13,Expense,Stock Purchase,Wholesale purchase,103977.1,18715.878,122692.978,Bank Transfer,Pending,Metro Karachi,Low
4258,2025-03-07,Income,Refunds,Consulting income,42176.61,7591.7898,49768.3998,Cash,Paid,Customer Payment,Low
4259,2025-04-05,Income,Sales,Product sale,31464.5,5663.61,37128.11,EasyPaisa,Paid,Consulting Fee,Low
4260,2025-02-09,Income,Interest,Profit on savings,43248.26,7784.6868,51032.946800000005,Bank Transfer,Paid,Customer Payment,Low
4261,2025-11-18,Expense,Rent,Warehouse rent,70174.94,12631.4892,82806.4292,Cash,Paid,K-Electric,High
4262,2025-01-12,Expense,Rent,Office rent payment,47178.86,8492.1948,55671.0548,Bank Transfer,Paid,K-Electric,High
4263,2025-06-19,Income,Refunds,Web development fee,47743.74,8593.8732,56337.6132,Cash,Pending,Customer Payment,Low
4264,2025-05-11,Expense,Transport,Fuel charges,6733.58,1212.0444,7945.6244,Bank Transfer,Paid,Careem,Low
4265,2025-06-23,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,Retail Client,Low
4266,2025-10-23,Income,Interest,Profit on savings,9976.6,1795.788,11772.388,Cash,Pending,Retail Client,Low
4267,2025-09-28,Expense,Marketing,Facebook ads,17258.13,3106.4634,20364.5934,Cash,Paid,Foodpanda,Low
4268,2025-08-10,Income,Interest,Bank interest,35630.03,6413.4054,42043.4354,EasyPaisa,Paid,Customer Payment,Low
4269,2025-08-31,Income,Refunds,Return payment,43038.61,7746.949799999999,50785.5598,Cash,Paid,Consulting Fee,Low
4270,2025-10-15,Expense,Rent,Shop rent March,46363.35,8345.403,54708.753,EasyPaisa,Paid,Foodpanda,High
4271,2025-06-06,Income,Refunds,Return payment,8823.1,1588.158,10411.258,Bank Transfer,Paid,Consulting Fee,Low
4272,2025-12-23,Income,Services,Web development fee,35178.78,6332.180399999999,41510.9604,Cash,Pending,Retail Client,Low
4273,2025-11-13,Income,Refunds,Bank interest,10648.92,1916.8056,12565.7256,Check,Pending,Consulting Fee,Low
4274,2025-11-07,Expense,Transport,Vehicle maintenance,1818.07,327.2526,2145.3226,Check,Pending,Foodpanda,Low
4275,2025-01-27,Income,Refunds,Profit on savings,49857.28,8974.3104,58831.5904,Check,Paid,Consulting Fee,Low
4276,2025-08-02,Income,Services,Cleaning service charge,43151.74,7767.3132,50919.0532,Bank Transfer,Paid,Consulting Fee,Low
4277,2025-12-04,Income,Refunds,Customer refund,13777.67,2479.9806,16257.6506,Check,Paid,Customer Payment,Low
4278,2025-10-19,Expense,Maintenance,AC repair,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Imtiaz Mall,Low
4279,2025-09-27,Expense,Refunds,KE invoice,21418.29,3855.2922,25273.5822,Cash,Paid,Salaried Staff,Low
4280,2025-09-19,Income,Interest,Bank interest,2204.15,396.747,2600.897,EasyPaisa,Paid,Customer Payment,Low
